SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,,ArabicText,ArabicWordCount,ArabicLetterCount,OrignalArabicText
4746,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/11,Makki,11,Then woe that Day to those that treat (Truth) as Falsehood;-,,???? ?????? ????????,3,18,
4747,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/12,Makki,12,That play (and paddle) in shallow trifles.,,????? ?? ?? ???? ??????,5,19,
4748,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/13,Makki,13,"That Day shall they be thrust down to the Fire of Hell, irresistibly.",,??? ????? ??? ??? ???? ???,6,21,
4749,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/14,Makki,14,"""This:, it will be said, ""Is the Fire,- which ye were wont to deny!",,??? ????? ???? ???? ??? ??????,6,25,
4750,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/15,Makki,15,"""Is this then a fake, or is it ye that do not see?",,????? ??? ?? ???? ?? ??????,6,22,
4751,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/16,Makki,16,"""Burn ye therein: the same is it to you whether ye bear it with patience, or not: Ye but receive the recompense of your (own) deeds.""",,?????? ??????? ?? ?? ?????? ???? ????? ? ???? ????? ?? ???? ??????,13,54,
4752,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/17,Makki,17,"As to the Righteous, they will be in Gardens, and in Happiness,-",,?? ??????? ?? ????? ??????,5,22,
4753,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/18,Makki,18,"Enjoying the (Bliss) which their Lord hath bestowed on them, and their Lord shall deliver them from the Penalty of the Fire.",,?????? ??? ????? ???? ?????? ???? ???? ??????,8,38,
4754,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/19,Makki,19,"(To them will be said:) ""Eat and drink ye, with profit and health, because of your (good) deeds.""",,???? ??????? ?????? ??? ???? ??????,6,30,
4755,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/20,Makki,20,"They will recline (with ease) on Thrones (of dignity) arranged in ranks; and We shall join them to Companions, with beautiful big and lustrous eyes.",,?????? ??? ???? ??????? ? ???????? ????? ????,8,38,
4756,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/21,Makki,21,"And those who believe and whose families follow them in Faith,- to them shall We join their families: Nor shall We deprive them (of the fruit) of aught of their works: (Yet) is each individual in pledge for his deeds.",,?????? ????? ???????? ?????? ??????? ?????? ??? ?????? ??? ??????? ?? ????? ?? ???? ? ?? ????? ??? ??? ????,20,88,
4757,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/22,Makki,22,"And We shall bestow on them, of fruit and meat, anything they shall desire.",,????????? ??????? ????? ??? ??????,5,30,
4758,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/23,Makki,23,"They shall there exchange, one with another, a (loving) cup free of frivolity, free of all taint of ill.",,???????? ???? ????? ?? ??? ???? ??? ?????,8,34,
4759,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/24,Makki,24,"Round about them will serve, (devoted) to them, young male servants (handsome) as Pearls well-guarded.",,????? ????? ????? ??? ????? ???? ?????,7,32,
4760,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/25,Makki,25,"They will advance to each other, engaging in mutual enquiry.",,????? ????? ??? ???? ????????,5,25,
4761,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/26,Makki,26,"They will say: ""Aforetime, we were not without fear for the sake of our people.",,????? ??? ??? ??? ?? ????? ??????,7,27,
4762,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/27,Makki,27,"""But Allah has been good to us, and has delivered us from the Penalty of the Scorching Wind.",,??? ???? ????? ?????? ???? ??????,6,28,
4763,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/28,Makki,28,"""Truly, we did call unto Him from of old: truly it is He, the Beneficent, the Merciful!""",,??? ??? ?? ??? ????? ? ??? ?? ???? ??????,10,32,
4764,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/29,Makki,29,"Therefore proclaim thou the praises (of thy Lord): for by the Grace of thy Lord, thou art no (vulgar) soothsayer, nor art thou one possessed.",,???? ??? ??? ????? ??? ?????? ??? ??????,8,33,
4765,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/30,Makki,30,"Or do they say:- ""A Poet! we await for him some calamity (hatched) by Time!""",,?? ?????? ???? ????? ?? ??? ??????,7,28,
4766,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/31,Makki,31,"Say thou: ""Await ye!- I too will wait along with you!""",,?? ?????? ???? ???? ?? ?????????,6,27,
4767,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/32,Makki,32,"Is it that their faculties of understanding urge them to this, or are they but a people transgressing beyond bounds?",,?? ?????? ??????? ???? ? ?? ?? ??? ?????,9,32,
4768,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/33,Makki,33,"Or do they say, ""He fabricated the (Message)""? Nay, they have no faith!",,?? ?????? ????? ? ?? ?? ??????,7,24,
4769,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/34,Makki,34,"Let them then produce a recital like unto it,- If (it be) they speak the truth!",,??????? ?????? ???? ?? ????? ??????,6,30,
4770,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/35,Makki,35,"Were they created of nothing, or were they themselves the creators?",,?? ????? ?? ??? ???? ?? ?? ????????,8,28,
4771,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/36,Makki,36,"Or did they create the heavens and the earth? Nay, they have no firm belief.",,?? ????? ???????? ?????? ? ?? ?? ??????,8,32,
4772,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/37,Makki,37,"Or are the Treasures of thy Lord with them, or are they the managers (of affairs)?",,?? ????? ????? ??? ?? ?? ?????????,7,28,
4773,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/38,Makki,38,"Or have they a ladder, by which they can (climb up to heaven and) listen (to its secrets)? Then let (such a) listener of theirs produce a manifest proof.",,?? ??? ??? ??????? ??? ? ????? ??????? ??????? ?????,10,43,
4774,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/39,Makki,39,Or has He only daughters and ye have sons?,,?? ?? ?????? ???? ??????,5,20,
4775,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/40,Makki,40,"Or is it that thou dost ask for a reward, so that they are burdened with a load of debt?-",,?? ?????? ????? ??? ?? ????? ??????,7,29,
4776,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/41,Makki,41,"Or that the Unseen in it their hands, and they write it down?",,?? ????? ????? ??? ??????,5,21,
4777,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/42,Makki,42,Or do they intend a plot (against thee)? But those who defy Allah are themselves involved in a Plot!,,?? ?????? ????? ? ?????? ????? ?? ????????,8,35,
4778,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/43,Makki,43,Or have they a god other than Allah? Exalted is Allah far above the things they associate with Him!,,?? ??? ??? ??? ???? ? ????? ???? ??? ??????,10,34,
4779,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/44,Makki,44,"Were they to see a piece of the sky falling (on them), they would (only) say: ""Clouds gathered in heaps!""",,??? ???? ????? ?? ?????? ?????? ?????? ???? ?????,9,41,
4780,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/45,Makki,45,"So leave them alone until they encounter that Day of theirs, wherein they shall (perforce) swoon (with terror),-",,????? ??? ?????? ????? ???? ??? ??????,7,32,
4781,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/46,Makki,46,The Day when their plotting will avail them nothing and no help shall be given them.,,??? ?? ???? ???? ????? ????? ??? ?? ??????,9,34,
4782,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/47,Makki,47,"And verily, for those who do wrong, there is another punishment besides this: But most of them understand not.",,??? ????? ????? ?????? ??? ??? ???? ?????? ?? ??????,10,43,
4783,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/48,Makki,48,"Now await in patience the command of thy Lord: for verily thou art in Our eyes: and celebrate the praises of thy Lord the while thou standest forth,",,????? ???? ??? ???? ??????? ? ???? ???? ??? ??? ????,11,42,
4784,27,????? ????? ??????????,Qala Fama Khatbukum,52,?????,At-Tur,The Mountain,https://quran.com/52/49,Makki,49,"And for part of the night also praise thou Him,- and at the retreat of the stars!",,??? ????? ????? ?????? ??????,5,25,
4785,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/1,Makki,1,"By the Star when it goes down,-",,?????? ??? ???,3,12,
4786,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/2,Makki,2,Your Companion is neither astray nor being misled.,,?? ?? ?????? ??? ???,5,16,
4787,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/3,Makki,3,Nor does he say (aught) of (his own) Desire.,,??? ???? ?? ?????,4,14,
4788,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/4,Makki,4,It is no less than inspiration sent down to him:,,?? ?? ??? ??? ????,5,14,
4789,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/5,Makki,5,"He was taught by one Mighty in Power,",,???? ???? ?????,3,13,
4790,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/6,Makki,6,Endued with Wisdom: for he appeared (in stately form);,,?? ???? ??????,3,12,
4791,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/7,Makki,7,While he was in the highest part of the horizon:,,??? ?????? ??????,3,15,
4792,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/8,Makki,8,"Then he approached and came closer,",,?? ??? ?????,3,10,
4793,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/9,Makki,9,And was at a distance of but two bow-lengths or (even) nearer;,,???? ??? ????? ?? ????,5,18,
4794,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/10,Makki,10,So did (Allah) convey the inspiration to His Servant- (conveyed) what He (meant) to convey.,,????? ??? ???? ?? ????,5,18,
4795,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/11,Makki,11,The (Prophet's) (mind and) heart in no way falsified that which he saw.,,?? ??? ?????? ?? ???,5,16,
4796,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/12,Makki,12,Will ye then dispute with him concerning what he saw?,,????????? ??? ?? ???,4,17,
4797,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/13,Makki,13,"For indeed he saw him at a second descent,",,???? ??? ????? ????,4,16,
4798,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/14,Makki,14,Near the Lote-tree beyond which none may pass:,,??? ???? ???????,3,14,
4799,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/15,Makki,15,Near it is the Garden of Abode.,,????? ??? ??????,3,14,
4800,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/16,Makki,16,"Behold, the Lote-tree was shrouded (in mystery unspeakable!)",,?? ???? ?????? ?? ????,5,18,
4801,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/17,Makki,17,"(His) sight never swerved, nor did it go wrong!",,?? ??? ????? ??? ???,5,16,
4802,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/18,Makki,18,"For truly did he see, of the Signs of his Lord, the Greatest!",,??? ??? ?? ???? ??? ??????,6,21,
4803,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/19,Makki,19,"Have ye seen Lat. and 'Uzza,",,??????? ????? ??????,3,18,
4804,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/20,Makki,20,"And another, the third (goddess), Manat?",,????? ??????? ??????,3,18,
4805,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/21,Makki,21,"What! for you the male sex, and for Him, the female?",,???? ????? ??? ??????,4,18,
4806,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/22,Makki,22,"Behold, such would be indeed a division most unfair!",,??? ???? ???? ????,4,15,
4807,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/23,Makki,23,"These are nothing but names which ye have devised,- ye and your fathers,- for which Allah has sent down no authority (whatever). They follow nothing but conjecture and what their own souls desire!- Even though there has already come to them Guidance from their Lord!",,?? ?? ??? ????? ???????? ???? ??????? ?? ???? ???? ??? ?? ?????? ? ?? ?????? ??? ???? ??? ???? ?????? ? ???? ????? ?? ???? ?????,27,102,
4808,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/24,Makki,24,"Nay, shall man have (just) anything he hankers after?",,?? ??????? ?? ????,4,15,
4809,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/25,Makki,25,But it is to Allah that the End and the Beginning (of all things) belong.,,???? ?????? ???????,3,17,
4810,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/26,Makki,26,"How many-so-ever be the angels in the heavens, their intercession will avail nothing except after Allah has given leave for whom He pleases and that he is acceptable to Him.",,??? ?? ???? ?? ???????? ?? ???? ??????? ????? ??? ?? ??? ?? ???? ???? ??? ???? ?????,18,67,
4811,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/27,Makki,27,"Those who believe not in the Hereafter, name the angels with female names.",,?? ????? ?? ?????? ??????? ?????? ???????? ????? ??????,9,47,
4812,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/28,Makki,28,But they have no knowledge therein. They follow nothing but conjecture; and conjecture avails nothing against Truth.,,??? ??? ?? ?? ???? ? ?? ?????? ??? ???? ? ??? ???? ?? ???? ?? ???? ?????,18,55,
4813,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/29,Makki,29,Therefore shun those who turn away from Our Message and desire nothing but the life of this world.,,????? ?? ?? ???? ?? ????? ??? ??? ??? ?????? ??????,11,41,
4814,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/30,Makki,30,"That is as far as knowledge will reach them. Verily thy Lord knoweth best those who stray from His Path, and He knoweth best those who receive guidance.",,??? ?????? ?? ????? ? ?? ??? ?? ???? ??? ?? ?? ????? ??? ???? ??? ?????,17,55,
4815,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/31,Makki,31,"Yea, to Allah belongs all that is in the heavens and on earth: so that He rewards those who do evil, according to their deeds, and He rewards those who do good, with what is best.",,???? ?? ?? ???????? ??? ?? ????? ????? ????? ?????? ??? ????? ????? ????? ?????? ???????,16,73,
4816,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/32,Medani,32,"Those who avoid great sins and shameful deeds, only (falling into) small faults,- verily thy Lord is ample in forgiveness. He knows you well when He brings you out of the earth, And when ye are hidden in your mothers' wombs. Therefore justify not yourselves: He knows best who it is that guards against evil.",,????? ??????? ????? ????? ???????? ??? ????? ? ?? ??? ???? ??????? ? ?? ???? ??? ?? ?????? ?? ????? ??? ???? ???? ?? ???? ??????? ? ??? ????? ?????? ? ?? ???? ??? ????,35,133,
4817,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/33,Makki,33,"Seest thou one who turns back,",,?????? ???? ????,3,14,
4818,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/34,Makki,34,"Gives a little, then hardens (his heart)?",,????? ?????? ?????,3,16,
4819,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/35,Makki,35,What! Has he knowledge of the Unseen so that he can see?,,????? ??? ????? ??? ???,5,19,
4820,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/36,Makki,36,"Nay, is he not acquainted with what is in the Books of Moses-",,?? ?? ???? ??? ?? ??? ????,7,20,
4821,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/37,Makki,37,And of Abraham who fulfilled his engagements?-,,???????? ???? ???,3,15,
4822,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/38,Makki,38,"Namely, that no bearer of burdens can bear the burden of another;",,??? ??? ????? ??? ????,5,18,
4823,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/39,Makki,39,That man can have nothing but what he strives for;,,??? ??? ??????? ??? ?? ???,6,21,
4824,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/40,Makki,40,That (the fruit of) his striving will soon come in sight:,,??? ???? ??? ???,4,13,
4825,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/41,Makki,41,Then will he be rewarded with a reward complete;,,?? ????? ?????? ??????,4,19,
4826,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/42,Makki,42,That to thy Lord is the final Goal;,,??? ??? ??? ???????,4,16,
4827,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/43,Makki,43,That it is He Who granteth Laughter and Tears;,,???? ?? ???? ?????,4,15,
4828,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/44,Makki,44,That it is He Who granteth Death and Life;,,???? ?? ???? ?????,4,15,
4829,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/45,Makki,45,"That He did create in pairs,- male and female,",,???? ??? ??????? ????? ???????,5,26,
4830,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/46,Makki,46,From a seed when lodged (in its place);,,?? ????? ??? ????,4,14,
4831,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/47,Makki,47,That He hath promised a Second Creation (Raising of the Dead);,,??? ???? ?????? ??????,4,19,
4832,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/48,Makki,48,That it is He Who giveth wealth and satisfaction;,,???? ?? ???? ?????,4,15,
4833,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/49,Makki,49,That He is the Lord of Sirius (the Mighty Star);,,???? ?? ?? ??????,4,14,
4834,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/50,Makki,50,"And that it is He Who destroyed the (powerful) ancient 'Ad (people),",,???? ???? ????? ??????,4,19,
4835,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/51,Makki,51,And the Thamud nor gave them a lease of perpetual life.,,????? ??? ????,3,12,
4836,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/52,Makki,52,"And before them, the people of Noah, for that they were (all) most unjust and most insolent transgressors,",,???? ???? ?? ??? ? ???? ????? ?? ???? ?????,10,34,
4837,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/53,Makki,53,And He destroyed the Overthrown Cities (of Sodom and Gomorrah).,,????????? ????,2,13,
4838,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/54,Makki,54,So that (ruins unknown) have covered them up.,,?????? ?? ???,3,11,
4839,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/55,Makki,55,"Then which of the gifts of thy Lord, (O man,) wilt thou dispute about?",,???? ???? ??? ??????,4,17,
4840,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/56,Makki,56,"This is a Warner, of the (series of) Warners of old!",,??? ???? ?? ????? ??????,5,20,
4841,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/57,Makki,57,The (Judgment) ever approaching draws nigh:,,???? ??????,2,10,
4842,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/58,Makki,58,No (soul) but Allah can lay it bare.,,??? ??? ?? ??? ???? ?????,6,20,
4843,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/59,Makki,59,Do ye then wonder at this recital?,,???? ??? ?????? ??????,4,19,
4844,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/60,Makki,60,"And will ye laugh and not weep,-",,??????? ??? ?????,3,15,
4845,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/61,Makki,61,Wasting your time in vanities?,,????? ??????,2,11,
4846,27,????? ????? ??????????,Qala Fama Khatbukum,53,?????,An-Najm,The Star,https://quran.com/53/62,Makki,62,"But fall ye down in prostration to Allah, and adore (Him)!",,??????? ??? ??????? ?,4,18,
4847,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/1,Makki,1,"The Hour (of Judgment) is nigh, and the moon is cleft asunder.",,?????? ?????? ????? ?????,4,22,
4848,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/2,Makki,2,"But if they see a Sign, they turn away, and say, ""This is (but) transient magic.""",,??? ???? ???? ?????? ??????? ??? ?????,7,32,
4849,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/3,Makki,3,They reject (the warning) and follow their (own) lusts but every matter has its appointed time.,,?????? ??????? ??????? ? ??? ???? ?????,7,33,
4850,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/4,Makki,4,"There have already come to them Recitals wherein there is (enough) to check (them),",,???? ????? ?? ??????? ?? ??? ?????,7,28,
4851,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/5,Makki,5,Mature wisdom;- but (the preaching of) Warners profits them not.,,???? ????? ? ??? ??? ?????,6,21,
4852,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/6,Makki,6,"Therefore, (O Prophet,) turn away from them. The Day that the Caller will call (them) to a terrible affair,",,???? ???? ? ??? ??? ????? ??? ???? ????,9,31,
4853,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/7,Makki,7,"They will come forth,- their eyes humbled - from (their) graves, (torpid) like locusts scattered abroad,",,????? ??????? ?????? ?? ??????? ????? ???? ?????,8,41,
4854,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/8,Makki,8,"Hastening, with eyes transfixed, towards the Caller!- ""Hard is this Day!"", the Unbelievers will say.",,?????? ??? ????? ? ???? ???????? ??? ??? ???,9,36,
4855,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/9,Makki,9,"Before them the People of Noah rejected (their messenger): they rejected Our servant, and said, ""Here is one possessed!"", and he was driven out.",,???? ????? ??? ???? ?????? ????? ?????? ????? ??????,9,44,
4856,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/10,Makki,10,"Then he called on his Lord: ""I am one overcome: do Thou then help (me)!""",,???? ??? ??? ????? ??????,5,21,
4857,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/11,Makki,11,"So We opened the gates of heaven, with water pouring forth.",,?????? ????? ?????? ????? ??????,5,28,
4858,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/12,Makki,12,"And We caused the earth to gush forth with springs, so the waters met (and rose) to the extent decreed.",,?????? ????? ?????? ?????? ????? ??? ???? ?? ???,9,40,
4859,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/13,Makki,13,But We bore him on an (Ark) made of broad planks and caulked with palm-fibre:,,??????? ??? ??? ?????? ?????,5,24,
4860,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/14,Makki,14,She floats under our eyes (and care): a recompense to one who had been rejected (with scorn)!,,???? ??????? ????? ??? ??? ???,6,25,
4861,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/15,Makki,15,And We have left this as a Sign (for all time): then is there any that will receive admonition?,,???? ??????? ???? ??? ?? ?????,6,25,
4862,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/16,Makki,16,But how (terrible) was My Penalty and My Warning?,,???? ??? ????? ????,4,16,
4863,27,????? ????? ??????????,Qala Fama Khatbukum,54,?????,Al-Qamar,The Moon,https://quran.com/54/17,Makki,17,And We have indeed made the Qur'an easy to understand and remember: then is there any that will receive admonition?,,???? ????? ?????? ????? ??? ?? ?????,7,30,
